hotel_name,location,price,original_price,ratings,score,reviews,rooms,beds,breakfast,transportation,metro_access,cancellation_policy,center_distance,tax_charges
Townhouse Oak Paharganj Delhi Railway Station,"Paharganj, New Delhi (Chandni Chowk)","10,958","17,393",Fabulous,8.6,33,Classic Triple Room,1 large double bed,,,No Metro,Free cancellation,1.3 km from centre,553
Super Hotel O Sathguru Residency Near New Ashok Nagar Metro Station,"East Delhi, New Delhi","6,224","9,879",Review score,5.2,34,Classic Triple Room,1 extra-large double bed,,,No Metro,Free cancellation,9.7 km from centre,592
Hotel La Residenza,New Delhi,"17,280","19,200",Review score,5.1,24,Superior King Room,1 double bed,,,No Metro,No prepayment needed – pay at the property,11.3 km from centre,864
truffle,"South West, New Delhi","15,150","15,150",Review score,5.5,2,One-Bedroom Apartment,"Entire apartment • 1 bedroom • 1 living room • 1 bathroom3 beds (1 double, 2 sofa beds)",,,Metro access,No prepayment needed – pay at the property,14.5 km from centre,758
The Iconic Hotel Delhi International Airport,New Delhi,"24,906","83,021",Very good,8.0,233,Deluxe Family Suite,"2 beds (1 single, 1 large double)",,Free parking,No Metro,Free cancellation,14.8 km from centre,"1,245"
Shakun Guest House,"Chandni Chowk, New Delhi (Chandni Chowk)","10,800","10,800",Review score,4.6,16,Basic Triple Room with Shared Bathroom,1 double bed,,,No Metro,Free cancellation,2.8 km from centre,540
Hotel International Inn - Near Delhi Airport,"Mahipalpur, New Delhi","45,386","50,996",Good,7.2,"1,767",Family Room,2 single beds,,Airport shuttle (free),No Metro,,13.1 km from centre,"8,170"
Amora Rooms Dwarka,"Dwarka, New Delhi","21,470","21,470",Very good,8.1,149,Superior Triple Room,"2 beds (1 single, 1 extra-large double)",Breakfast included,Free parking,No Metro,,15.1 km from centre,"1,074"
Hotel M India Dx- NEAR NEW DELHI RAILWAY STATION,"Paharganj, New Delhi (Chandni Chowk)","14,200","14,200",Review score,4.7,72,Standard Family Room,"2 beds (1 double, 1 sofa bed)",,Free parking,No Metro,Free cancellation,1.7 km from centre,"1,310"
Super Hotel O HOTEL SHYAM RESIDENCY,"East Delhi, New Delhi","6,439","10,221",Review score,4.5,57,Classic Triple Room,1 large double bed,,,Metro access,,5.6 km from centre,526
Hotel Preet Inn 05 Mints Walking Distance Nizamuddin Railway Station,New Delhi,"21,340","38,800",Good,7.9,224,Executive Triple Room,"2 beds (1 double, 1 bunk bed)",,,No Metro,Free cancellation,6.7 km from centre,"1,067"
Hotel All In Homes - New Delhi Railway station- Paharganj,"Paharganj, New Delhi (Chandni Chowk)",,,Fabulous,8.6,140,,,,,No Metro,,1.1 km from centre,0
My hotel Sector 23 Near Yashobhoomi Dwarka,"Dwarka, New Delhi","38,877","64,795",Good,7.6,37,Deluxe Double Room,1 large double bed,,Free parking,No Metro,Free cancellation,19.1 km from centre,"1,944"
Gavari India's Delhi Hostel,"South Delhi, New Delhi","13,230","26,460",Very good,8.0,25,6-Bed Female Dormitory Room,Shared dormitory room6 single beds,,Free parking,Metro access,Free cancellation,13.1 km from centre,662
Arch The Venus,"Mahipalpur, New Delhi","42,129","60,184",Very good,8.4,113,Twin Room,"4 beds (3 singles, 1 futon)",,Free parking,No Metro,Free cancellation,13.2 km from centre,"2,106"
Hotel The Canvas International Near Delhi Airport,"Mahipalpur, New Delhi","13,716","13,716",Review score,5.4,5,Family Room,"2 beds (1 extra-large double, 1 large double)",,Hot tub/Jacuzzi,No Metro,Free cancellation,13.2 km from centre,686
Western Blu INN,"Pashim Vihar, New Delhi","59,198","59,198",Review score,4.5,7,Suite,Private suite1 double bed,Breakfast included,Free parking,No Metro,Free cancellation,13.2 km from centre,"10,656"
Hotel Hauz Khas Inn Near Hauz Khas Fort and Deer Park,"Hauz Khas, New Delhi","12,768","23,215",Review score,5.8,53,Double Room,1 double bed,,,No Metro,Free cancellation,9.5 km from centre,638
Hotel Banz Near Indira Gandhi Airport Delhi,"Mahipalpur, New Delhi","26,141","37,345",Very good,8.1,104,Deluxe Double or Twin Room,1 extra-large double bed,,Free parking,No Metro,Free cancellation,13.2 km from centre,"1,307"
Hotel International Inn by Star Group - Near Delhi Airport,"Mahipalpur, New Delhi","24,592","27,632",Good,7.1,625,Classic Room,1 extra-large double bed,,Free parking,No Metro,No prepayment needed – pay at the property,13.3 km from centre,"1,230"
Hotel O Silver Inn Residency,"New Friends Colony, New Delhi","7,718","12,251",Review score,4.6,5,Classic Triple Room,1 large double bed,,,No Metro,Free cancellation,8.8 km from centre,692
Hotel Grand Shalimar by JMD Group,"Mahipalpur, New Delhi","32,480","58,000",Good,7.7,3,Superior King Room,1 large double bed,,Free parking,No Metro,Free cancellation,13.1 km from centre,"1,624"
Family Silver Street - 5 Minute Walking Distance New Delhi Railway station,"Paharganj, New Delhi (Chandni Chowk)","14,756","24,594",Superb,9.0,18,Family Room,2 extra-large double beds,,,No Metro,Free cancellation,1 km from centre,738
Hotel Oxmo Delhi Airport With Free Aiport Drop,"Mahipalpur, New Delhi","27,297","45,496",Superb,9.0,11,Duplex Suite,"Private suite • 1 bedroom • 1 living room • 1 bathroom • 220 m²2 beds (1 extra-large double, 1 sofa bed)",,,No Metro,Free cancellation,13.8 km from centre,"1,365"
Hotel Ivaan Homes opposite to Iskcon Temple East of Kailash New Delhi,New Delhi,"41,580","41,580",Very good,8.0,80,Superior Double Room,"2 beds (1 double, 1 futon)",Breakfast included,Free parking,No Metro,Free cancellation,9.2 km from centre,"2,079"
Hotel Gold Palace - 03 Mins Walk From New Delhi Railway Station,"Paharganj, New Delhi (Chandni Chowk)","42,427","77,140",Very good,8.3,92,Family Room,"2 beds (1 single, 1 large double)",,,No Metro,Free cancellation,1 km from centre,"2,121"
"Hotel Luxury Suites , Delhi Airport With Free One Way Airport Transfar","Mahipalpur, New Delhi","15,537","25,896",Very good,8.5,22,Triple Room,"2 beds (1 single, 1 extra-large double)",,Free parking,No Metro,Free cancellation,13.8 km from centre,777
HOTEL O CLINK,"Mahipalpur, New Delhi","9,385","14,897",Good,7.5,62,Classic Triple Room,1 large double bed,,,No Metro,,13.1 km from centre,775
Hotel De Rosewood Inn- Near IGI Airport Delhi Free Airport Drop,New Delhi,"19,727","32,340",Good,7.2,65,Classic Triple Room,"2 beds (1 extra-large double, 1 futon)",Breakfast included,Airport shuttle (free),No Metro,Free cancellation,14.8 km from centre,986
"Madhuban Hotel , New delhi","Greater Kailash 1, New Delhi","54,400","54,400",Good,7.0,51,Deluxe Double or Twin Room,1 double bed,Breakfast included,Free parking,No Metro,No prepayment needed – pay at the property,9.3 km from centre,"9,792"
The SM Hotel By RMR Hotels,"Mahipalpur, New Delhi","62,104","69,004",Very good,8.5,12,Family Suite,1 extra-large double bed,,Free parking,No Metro,No prepayment needed – pay at the property,13.6 km from centre,"11,179"
Hotel Satwah Palace 10 Minute Away Distance Nizamuddin Railway Station,New Delhi,"31,790","57,800",Very good,8.0,75,Family Room,1 double bed,,,No Metro,Free cancellation,6.6 km from centre,"1,590"
Hotel GD Marina New Delhi,"Chanakyapuri, New Delhi","8,230","23,515",Very good,8.4,21,Superior King Room,1 extra-large double bed • Free cot always available,,Airport shuttle (free),No Metro,Free cancellation,6.5 km from centre,412
Hotel O Kashish Residency,"Central Delhi, New Delhi","5,225","8,293",Review score,1.6,23,Classic Triple Room,1 large double bed,,,No Metro,Free cancellation,5.2 km from centre,605
Hotel Tark Plaza New Delhi,"Chanakyapuri, New Delhi","9,406","26,875",Fabulous,8.9,19,Superior King Room,1 extra-large double bed • Free cot always available,Breakfast included,Airport shuttle (free),No Metro,Free cancellation,6.5 km from centre,470
Hotel Tashree Near T3 - Free Airport Drop,"Aerocity, New Delhi (Aerocity)","18,900","18,900",Review score,6.9,335,King Room,1 double bed,,Free parking,Metro access,Free cancellation,13.8 km from centre,945
New Hotel Star The Price,"Paharganj, New Delhi (Chandni Chowk)","10,278","12,848",Very good,8.0,66,Twin Room,"2 beds (1 single, 1 double)",,,No Metro,Free cancellation,1 km from centre,514
Hotel Grand New City Lite,"Mahipalpur, New Delhi","11,339","37,796",Review score,5.5,49,Deluxe King Room,1 large double bed,,,No Metro,Free cancellation,13.1 km from centre,567
Hotel Eternity,"West Delhi, New Delhi","56,508","56,508",Good,7.5,17,Deluxe Room,2 single beds,,Free parking,No Metro,No prepayment needed – pay at the property,10.9 km from centre,"10,171"
HOTEL GEESON INTERNATIONAL-New Delhi Railway Station-Paharganj,"Paharganj, New Delhi (Chandni Chowk)","29,400","29,400",Review score,6.8,485,Deluxe Triple Room,2 extra-large double beds,,Hot tub/Jacuzzi,No Metro,Free cancellation,1.4 km from centre,"1,470"
Hotel TEO SUITES International Airport,New Delhi,"15,957","15,957",Review score,5.2,31,Deluxe Double or Twin Room,2 double beds,Breakfast included,Free parking,No Metro,Free cancellation,14.8 km from centre,798
Super Hotel O Nawada Metro,"West Delhi, New Delhi","6,122","9,718",Review score,4.3,29,Classic Triple Room,1 large double bed,,,Metro access,Free cancellation,17.6 km from centre,612
Hotel Heritage Home -3 Mins Walk from Metro And 5 Mins from Rail Station,"Paharganj, New Delhi (Chandni Chowk)","12,192","24,882",Good,7.0,237,Deluxe Triple Room,"2 beds (1 single, 1 double)",,,Metro access,Free cancellation,1.3 km from centre,610
Hotel AELA Grand Near Delhi Airport By LA CASA,New Delhi,"15,116","15,116",Review score,6.6,45,Family Room,"2 beds (1 double, 1 sofa bed)",Breakfast included,Free parking,No Metro,Free cancellation,14.8 km from centre,756
Hotel The Metropolis Tourist Near Connaught Place And Ramakrishna Ashram Marg Metro Station,"Paharganj, New Delhi (Chandni Chowk)","20,846","27,795",Very good,8.4,218,Triple Room,"2 beds (1 double, 1 sofa bed)",,,Metro access,Free cancellation,1.4 km from centre,"1,042"
IP Royal Hotel - New Delhi,New Delhi,"84,868","121,240",Good,7.6,373,Deluxe Double Room,1 large double bed,,Free parking,No Metro,Free cancellation,9 km from centre,"15,276"
Hotel King Plaza,New Delhi,"13,859","46,196",Review score,5.4,179,Deluxe King Room,1 large double bed,Breakfast included,,No Metro,Free cancellation,14.8 km from centre,693
Super Hotel O Blissbourn,New Delhi,"6,888","10,933",Review score,4.2,46,Classic Triple Room,1 extra-large double bed,,,Metro access,Free cancellation,7.3 km from centre,765
SPOT ON Hotel Harry's 1 Near Select Citywalk Mall,"South Delhi, New Delhi","14,201","22,541",Exceptional,9.9,11,Classic Triple Room,1 large double bed,,,No Metro,Free cancellation,13.8 km from centre,889
Micasa Suites,"Malviya Nagar, New Delhi","29,300","29,300",Superb,9.0,4,Queen Suite,"Private suite • 1 bedroom • 1 living room • 1 bathroom • 28 m²2 beds (1 sofa bed, 1 large double)",,,Metro access,No prepayment needed – pay at the property,11.9 km from centre,"1,465"
Cottage Yes Sir Dx,"Paharganj, New Delhi (Chandni Chowk)","13,010","22,050",Review score,6.2,12,Triple Room,"2 beds (1 double, 1 sofa bed)",,,No Metro,,1 km from centre,650
"Sun Moon Residency and Apartments, Hotels in Rohini","Rohini, New Delhi","8,100","8,100",Review score,5.1,47,Apartment,"Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 32 m²2 beds (1 single, 1 double)",,,No Metro,,14.1 km from centre,405
Hotel Anand Lok Inn at Delhi Airport By Arch Group,"Mahipalpur, New Delhi","57,810","123,000",Review score,6.4,35,King Suite,Private suite1 extra-large double bed • Free cot always available,Breakfast included,Free parking,No Metro,,13.1 km from centre,"10,406"
Townhouse Jp Grand Near Mayapuri Chowk,New Delhi,"10,976","17,423",Review score,6.9,73,Classic Triple Room,1 large double bed,,Free parking,Metro access,Free cancellation,9.1 km from centre,753
APPLE PARK Hotel Near Terminal 3 Delhi Airport With- Free Airport Pickup,"Aerocity, New Delhi (Aerocity)","33,537","77,994",Very good,8.3,75,Luxury Triple Room,2 large double beds,Breakfast included,Airport shuttle (free),No Metro,No prepayment needed – pay at the property,14 km from centre,"4,024"
Hotel O Rangpuri Mahipalpur,New Delhi,"8,589","13,634",Fabulous,8.6,29,Classic Triple Room,1 large double bed,,,No Metro,Free cancellation,14.9 km from centre,435
"Hotel Dharam Villa By Jai Guru Ji At Sector 11, Noida",New Delhi,"14,994","14,994",Review score,5.9,35,Deluxe Room,1 double bed,,,No Metro,Free cancellation,11.5 km from centre,750
Hotel O by OYO Discovery Inn,New Delhi,"6,954","11,038",Review score,5.0,1,Classic Triple Room,1 large double bed,,Free parking,No Metro,Free cancellation,13.6 km from centre,654
Hotel O Ocean Villa Bnb Near Lotus Temple,New Delhi,"5,250","8,334",Review score,1.0,4,Classic Triple Room,1 large double bed,,,No Metro,Free cancellation,10.9 km from centre,569
"Hotel Sterling Inn, New Delhi","Paharganj, New Delhi (Chandni Chowk)","9,900","9,900",Good,7.7,250,Superior Family Room,"2 beds (1 single, 1 double)",,,No Metro,No prepayment needed – pay at the property,1.1 km from centre,495
Super Collection O Shalimar Bagh,New Delhi,"8,711","13,827",Very good,8.1,24,Classic Triple Room,1 large double bed,,,No Metro,Free cancellation,11.7 km from centre,443
Treebo The Armani Near IGI Airport,"Mahipalpur, New Delhi","16,604","44,877",Good,7.1,129,Deluxe Double Room,Multiple bed types,,Free parking,No Metro,No prepayment needed – pay at the property,13.2 km from centre,830
Green Galaxy - Green Park Market New Delhi,"South Delhi, New Delhi","22,400","56,000",Good,7.3,50,Budget Double Room,1 extra-large double bed,,Free parking,Metro access,Free cancellation,8.8 km from centre,"1,120"
Hotel Delhi Airport Stay Vila,"Mahipalpur, New Delhi","12,249","34,996",Good,7.4,14,Family Room,2 extra-large double beds,,Free parking,No Metro,No prepayment needed – pay at the property,13.6 km from centre,"1,470"
Hotel The Ginger Delhi Airport With One Way Airport Transfar,New Delhi,"18,897","26,995",Very good,8.0,15,Executive Triple Room,"2 beds (1 extra-large double, 1 large double)",Breakfast included,,No Metro,Free cancellation,15.1 km from centre,945
Spark Inn -Main Bazar New Delhi,"Paharganj, New Delhi (Chandni Chowk)","10,497","20,994",Exceptional,10.0,5,Family Room,2 large double beds,,,No Metro,Free cancellation,1.1 km from centre,525
Hotel Sita International,"Paharganj, New Delhi (Chandni Chowk)","26,496","82,800",Good,7.4,133,Deluxe Triple Room,"2 beds (1 single, 1 double)",,Free parking,No Metro,No prepayment needed – pay at the property,1.4 km from centre,"1,325"
Super Hotel O Sector 25 Near Iskcon Temple Formerly Hotel Amazing House,"Rohini, New Delhi","11,185","17,754",Review score,6.7,26,Classic Triple Room,1 large double bed,,,No Metro,Free cancellation,16.4 km from centre,564
Super Hotel O Gem 92,New Delhi,"9,698","15,394",Review score,5.9,70,Classic Triple Room,1 large double bed,Breakfast included,Free parking,Metro access,Free cancellation,10.4 km from centre,765
Radisson Blu Marina Hotel Connaught Place,"Connaught Place, New Delhi","107,534","107,534",Good,7.9,"3,011",Premium Room,Multiple bed types,,Free parking,Metro access,No prepayment needed – pay at the property,0.5 km from centre,"22,539"
Hotel Royal Saffron by Majesta Stays,"West Delhi, New Delhi","46,895","62,527",Good,7.2,5,Standard Double Room,1 extra-large double bed,,Free parking,No Metro,Free cancellation,8.7 km from centre,"8,441"
Super Hotel O Burari New Delhi,"Central Delhi, New Delhi","8,559","13,585",Superb,9.0,23,Classic Triple Room,1 large double bed,,,No Metro,Free cancellation,13.7 km from centre,433
Cassava Stay,"West Delhi, New Delhi","27,324","27,324",Superb,9.1,9,Double Room with Balcony,"2 beds (1 double, 1 large double)",Breakfast included,Free parking,Metro access,,5.6 km from centre,"1,366"
Hotel Salt N Rove Near Terminal 3 Delhi Airport With Free Airport Pickup,New Delhi,"37,438","71,995",Very good,8.1,343,Family Suite,2 extra-large double beds,Breakfast included,Airport shuttle (free),No Metro,Free cancellation,14.7 km from centre,"1,872"
Hotel Sunshine Suites IGI Airport,New Delhi,"4,065","22,585",Review score,6.4,82,Double Room with Balcony,1 extra-large double bed,Breakfast included,Hot tub/Jacuzzi,No Metro,Free cancellation,14.8 km from centre,"3,197"
The Hotel Mohit -5 Minutes Walk From New Delhi Railway Station - Paharganj,"Paharganj, New Delhi (Chandni Chowk)","11,486","28,016",Good,7.6,445,Super Deluxe Room - Complimentary HI-Tea in the evening,"2 beds (1 extra-large double, 1 futon)",,Free parking,No Metro,Free cancellation,1.2 km from centre,574
"Hotel Pablas International, New Delhi, Near Metro","Karol bagh, New Delhi","39,156","39,156",Good,7.5,43,Superior Deluxe Double or Twin Room,1 extra-large double bed,,,Metro access,,3.6 km from centre,"1,958"
Collection O Green Park Residency 3,"South Delhi, New Delhi","6,347","10,074",Review score,2.4,6,Classic Triple Room,1 large double bed,,,Metro access,Free cancellation,8.6 km from centre,521
Super Townhouse OAK Hotel C Pearls,"West Delhi, New Delhi","11,493","18,243",Good,7.8,42,Classic Triple Room,1 large double bed,,Free parking,Metro access,Free cancellation,19.2 km from centre,855
Luxe Shalimaar,New Delhi,"4,752","5,940",Review score,6.6,22,Double Room,"23 beds (1 single, 13 doubles, 1 extra-large double, 8 large doubles)",Breakfast included,Free parking,Metro access,Free cancellation,15.8 km from centre,238
Hotel Asian Plaza Near Delhi Airport,"Mahipalpur, New Delhi","11,339","37,796",Review score,4.8,20,Deluxe King Room,1 extra-large double bed • Free cot always available,Breakfast included,Airport shuttle (free),No Metro,Free cancellation,13.1 km from centre,567
SPOT ON Hotel Kabila,"Karol bagh, New Delhi","5,423","8,607",Review score,1.9,43,Classic Triple Room,1 large double bed,,,No Metro,Free cancellation,3 km from centre,615
Super Hotel O Hotel Blue Orchid,"Dwarka, New Delhi","5,571","8,843",Review score,4.4,14,Classic Triple Room,1 large double bed,,,Metro access,Free cancellation,16.8 km from centre,508
Itsy Hotels Svaruchi Inn,"Rohini, New Delhi","18,627","32,116",Exceptional,9.8,12,Deluxe Family Room,1 extra-large double bed,Breakfast included,Free parking,No Metro,No prepayment needed – pay at the property,12.8 km from centre,931
Hotel Good Times - 3 Minutes from Metro,"Karol bagh, New Delhi","16,575","26,309",Good,7.2,86,Double or Twin Room,Beds: 1 double or 2 singles,,Free parking,Metro access,Free cancellation,3.1 km from centre,829
Hotel Coral Plaza - Near Connaught Place,"Karol bagh, New Delhi","11,876","11,876",Review score,4.7,21,Luxury Triple Room,"2 beds (1 single, 1 sofa bed)",,,Metro access,Free cancellation,1.6 km from centre,594
Hotel Earth By Aashiyana,"Mahipalpur, New Delhi","14,395","17,994",Very good,8.4,9,Deluxe Family Suite,"2 beds (1 single, 1 extra-large double)",,Free parking,No Metro,No prepayment needed – pay at the property,13.5 km from centre,720
Hotel Claytone Near Delhi Airport,"Mahipalpur, New Delhi","13,859","46,196",Very good,8.4,78,Deluxe King Room,1 large double bed,Breakfast included,,No Metro,Free cancellation,14.3 km from centre,693
Hotel Le Mount Near Delhi Airport,New Delhi,"14,398","28,795",Good,7.9,27,Superior Double Room,1 extra-large double bed • Free cot always available,Breakfast included,Airport shuttle (free),No Metro,Free cancellation,14.8 km from centre,"1,728"
Townhouse Green Park Residency 1,"South Delhi, New Delhi","6,350","10,079",Review score,3.0,28,Classic Triple Room,1 large double bed,,Free parking,Metro access,Free cancellation,8.6 km from centre,521
Hotel Season Couple friendly Rooms Best Hotel Pitampura metro station,New Delhi,"24,240","30,300",Good,7.3,14,Deluxe Room,1 single bed,,Free parking,Metro access,Free cancellation,11.2 km from centre,"1,212"
Hotel Su Shree Continental Dx Near New Delhi Railway Station,"Paharganj, New Delhi (Chandni Chowk)","13,064","28,400",Good,7.9,378,Deluxe Double Room,1 extra-large double bed,,,No Metro,No prepayment needed – pay at the property,1.4 km from centre,653
Hotel Mannat international by Mannat,"Paharganj, New Delhi (Chandni Chowk)","16,142","24,835",Good,7.1,"1,130",Deluxe Triple Room,2 double beds • Free cot always available,,Free parking,No Metro,Free cancellation,1.9 km from centre,807
Hotel Royal Gold Palace,"Karol bagh, New Delhi","39,366","43,740",Review score,6.8,9,King Room,"2 beds (1 sofa bed, 1 large double)",Breakfast included,Free parking,No Metro,Free cancellation,4 km from centre,"1,968"
Hotel O Sky View Residency,"West Delhi, New Delhi","9,025","14,326",Good,7.6,36,Classic Triple Room,1 large double bed,,Free parking,No Metro,Free cancellation,14.7 km from centre,757
Townhouse Saket Residency Near Saket Metro,"South Delhi, New Delhi","6,787","10,772",Review score,4.5,2,Classic Triple Room,1 large double bed,,,No Metro,Free cancellation,14 km from centre,645
Hotel Grand Suites Near Delhi Airport - A Unit of D'Capitol,New Delhi,"12,004","20,007",Good,7.5,"1,765",Superior King Room,1 double bed,Breakfast included,Free parking,No Metro,Free cancellation,14.8 km from centre,600
Hotel S B Inn Near New Delhi railway Station Paharganj,"Paharganj, New Delhi (Chandni Chowk)","15,045","27,355",Very good,8.1,732,Deluxe Triple Room,Multiple bed types,,,No Metro,,1 km from centre,752
"Hotel TJS Royale, Karol Bagh, 2 Mins from Metro","Karol bagh, New Delhi","20,729","27,639",Good,7.6,44,Deluxe Room,1 double bed,Breakfast included,Free parking,No Metro,Free cancellation,3.1 km from centre,"1,036"
Satya Heights,New Delhi,"21,000","21,000",,0.0,0,One-Bedroom Apartment,Entire apartment • 1 bedroom • 1 bathroom1 double bed,,,Metro access,No prepayment needed – pay at the property,13.4 km from centre,"1,050"
PEACE POINT FAMILY HOTEL By AKJ,"Paharganj, New Delhi (Chandni Chowk)","11,167","27,918",Good,7.6,133,Deluxe Family Room,2 double beds,,Free parking,No Metro,No prepayment needed – pay at the property,1.3 km from centre,558
Hotel The Teo Near Delhi AIRPORT,"Aerocity, New Delhi (Aerocity)","12,092","13,436",Review score,5.5,4,Superior Triple Room,"2 beds (1 single, 1 double)",,Free parking,Metro access,Free cancellation,13.6 km from centre,605
Kelvish Hotel- Delhi Airport,New Delhi,"19,732","34,020",Review score,6.8,137,Executive Double Room,"2 beds (1 extra-large double, 1 futon)",,Free parking,No Metro,Free cancellation,15 km from centre,987
Hotel All Iz Well - Just a min away from New Delhi Railway Station,"Paharganj, New Delhi (Chandni Chowk)","18,807","34,195",Good,7.4,330,Deluxe Triple Room,"2 beds (1 single, 1 double)",,,No Metro,,1.1 km from centre,940
Hotel Airport Rosewood-Near IGI Airport Delhi Free Airport Drop,"Aerocity, New Delhi (Aerocity)","19,727","32,340",Review score,6.8,75,Classic Triple Room,"2 beds (1 large double, 1 futon)",Breakfast included,Airport shuttle (free),Metro access,Free cancellation,13.3 km from centre,986
Treebo The Kings Plaza,New Delhi,"17,690","47,810",Review score,6.4,14,Standard Double Room,1 extra-large double bed,,Free parking,No Metro,No prepayment needed – pay at the property,8.2 km from centre,884
Hotel Shelton,"Paharganj, New Delhi (Chandni Chowk)","39,200","39,200",Good,7.7,322,Deluxe Triple Room,"2 beds (1 single, 1 double)",,,No Metro,,1.1 km from centre,"1,960"
Star Light Suites,"Malviya Nagar, New Delhi","19,467","27,810",Exceptional,10.0,3,Double Room with Balcony,1 double bed,,,No Metro,Free cancellation,11.8 km from centre,973
Hotel KK Casa Near New Delhi Railway Station & Connaught place,"Paharganj, New Delhi (Chandni Chowk)","89,247","89,247",Very good,8.3,40,Triple Room with City View,"2 beds (1 double, 1 sofa bed)",,Free parking,No Metro,No prepayment needed – pay at the property,1.2 km from centre,"16,064"
Hotel Nitya Maharani,"Paharganj, New Delhi (Chandni Chowk)","26,638","38,054",Good,7.6,76,Comfort Triple Room,"2 beds (1 single, 1 large double)",Breakfast included,Airport shuttle (free),No Metro,Free cancellation,1.3 km from centre,"1,332"
Vishal Hotel Near New Delhi Railway Station,"Paharganj, New Delhi (Chandni Chowk)","9,086","9,086",Review score,6.6,30,Deluxe Triple Room,"2 beds (1 single, 1 double)",,,Metro access,Free cancellation,1.2 km from centre,454
Super Collection O Karkardooma Court Metro Station Formerly Hotel Lotus,"East Delhi, New Delhi","11,360","18,032",Review score,6.1,13,Classic Triple Room,1 large double bed,,,Metro access,Free cancellation,7.1 km from centre,874
Capital O Hotel Moody Inn,"East Delhi, New Delhi","6,537","10,377",Review score,2.9,39,Classic Triple Room,1 large double bed,,,Metro access,Free cancellation,5.5 km from centre,531
Hotel King Near Delhi International Airport,"Mahipalpur, New Delhi","8,819","29,396",Review score,6.4,14,Deluxe King Room,1 large double bed,Breakfast included,,No Metro,Free cancellation,13 km from centre,441
Collection O Kailash Enclave,New Delhi,"12,068","19,155",Good,7.2,45,Classic Triple Room,1 large double bed,Breakfast included,,No Metro,Free cancellation,11.3 km from centre,807
Hotel Urban Lion Near Delhi Airport,"Mahipalpur, New Delhi","13,770","30,600",Very good,8.4,244,Comfort Triple Room,"2 beds (1 single, 1 double)",,Free parking,No Metro,Free cancellation,12.9 km from centre,689
Hotel Kiyara R Opposite Aerocity - Free Airport Pickup,"Aerocity, New Delhi (Aerocity)","19,551","39,900",Very good,8.2,251,Triple Room,"2 beds (1 single, 1 extra-large double)",,Airport shuttle (free),Metro access,Free cancellation,13.7 km from centre,978
Hotel Northern Palace Just a Minute Away From New Delhi Railway Station and Connaught place,"Paharganj, New Delhi (Chandni Chowk)","35,100","54,000",Good,7.5,58,Luxury Triple Room,"2 beds (1 single, 1 large double)",,,No Metro,No prepayment needed – pay at the property,0.8 km from centre,"1,755"
Hotel The Yuvaan BnB-Near New Delhi Railway,"Paharganj, New Delhi (Chandni Chowk)","9,450","35,000",Good,7.3,19,Deluxe Triple Room,"2 beds (1 single, 1 double)",,,No Metro,Free cancellation,1 km from centre,473
99 HOTEL APPLE PARK With - FREE AIRPORT PICKUP DELHI AIRPORT,"Aerocity, New Delhi (Aerocity)","37,437","62,395",Very good,8.5,100,Classic Triple Room,"2 beds (1 single, 1 extra-large double)",,Airport shuttle (free),Metro access,Free cancellation,13.5 km from centre,"1,872"
Hotel Azulo Inn Bhikaji Cama Place Delhi,"Safdarjung Enclave, New Delhi","24,672","49,344",Review score,6.9,186,Deluxe Twin Room,2 single beds,,Free parking,No Metro,Free cancellation,8.4 km from centre,"1,234"
Hotel Mountain Bliss' New Delhi City center,"Paharganj, New Delhi (Chandni Chowk)","27,197","27,197",Good,7.9,154,Family Suite,1 double bed,,Airport shuttle (free),No Metro,Free cancellation,1.4 km from centre,"1,360"
Hotel The White Sand Suites,New Delhi,"6,113","10,188",Good,7.4,63,Superior Triple Room,"2 beds (1 single, 1 extra-large double)",Breakfast included,Free parking,Metro access,Free cancellation,15.8 km from centre,"1,773"
The York Legacy Hotel - 2 Minutes Walk From New Delhi Railway Station,"Paharganj, New Delhi (Chandni Chowk)","14,395","17,994",Review score,6.8,32,Superior Triple Room,"2 beds (1 single, 1 double)",,,No Metro,Free cancellation,1 km from centre,720
HOTEL O AZORA,"Pashim Vihar, New Delhi","10,683","16,957",Review score,4.7,3,Classic Triple Room,1 large double bed,,,No Metro,Free cancellation,13.2 km from centre,840
Hotel Dream World - Free Airport Drop,New Delhi,"17,664","22,080",Good,7.0,17,Deluxe Twin Room,2 single beds,,Free parking,No Metro,Free cancellation,15.3 km from centre,883
Hotel O Ocean Plaza,New Delhi,"4,969","7,887",Review score,1.0,1,Classic Triple Room,1 large double bed,,,No Metro,Free cancellation,12.3 km from centre,554
Hotel The Grace House - Paharganj - New Delhi,"Paharganj, New Delhi (Chandni Chowk)","16,816","26,276",Good,7.4,87,Deluxe Triple Room,"2 beds (1 single, 1 double)",,Free parking,Metro access,Free cancellation,1.5 km from centre,841
Hotel Star Pride Plaza Near Delhi Airport With - Free Airport Pickup,New Delhi,"29,667","68,994",Fabulous,8.6,216,Deluxe Double Room,1 double bed,Breakfast included,Free parking,No Metro,Free cancellation,15.6 km from centre,"1,483"
Hotel Star DX by P K Residency,"Paharganj, New Delhi (Chandni Chowk)","13,525","15,028",Very good,8.1,85,Comfort Triple Room,"2 beds (1 single, 1 double)",,,No Metro,Free cancellation,1 km from centre,676
