hotel_name,location,price,original_price,ratings,score,reviews,rooms,beds,breakfast,transportation,metro_access,cancellation_policy,center_distance,tax_charges
"Hotel Krishna - By RCG Hotels, Centrally Located, New Delhi","Paharganj, New Delhi (Chandni Chowk)",21978.0,39960.0,Very good,8.3,"2,801",Premium Triple Room,"2 beds (1 single, 1 large double)",,Free parking,No Metro,Free cancellation,,1099
Hotel Star Plaza Paharganj,"Paharganj, New Delhi (Chandni Chowk)",13592.0,23846.0,Fabulous,8.7,21,Deluxe Room,1 double bed,,Free parking,Metro access,Free cancellation,,680
Hotel Roma Deluxe - New Delhi Railway Station,"Paharganj, New Delhi (Chandni Chowk)",14825.0,14825.0,Review score,4.4,296,Executive Triple Room,"2 beds (1 single, 1 double)",,Hot tub/Jacuzzi,No Metro,Free cancellation,,741
Hotel Yes Please A Budget Friendly Guest House,"Paharganj, New Delhi (Chandni Chowk)",4716.0,4716.0,Review score,6.4,144,Triple Room with Private Bathroom,1 double bed,,,Metro access,No prepayment needed – pay at the property,,236
Hotel Green in Nearby ISBT Kashmiri Gate,"Central Delhi, New Delhi",13114.0,16392.0,Review score,6.8,4,Double Room,2 double beds,,,No Metro,Free cancellation,,656
Hotel Surya Plaza Near New Delhi Railway Station and Connaught Place,"Paharganj, New Delhi (Chandni Chowk)",21952.0,31360.0,Very good,8.4,41,Executive Triple Room,"2 beds (1 single, 1 double)",Breakfast included,,Metro access,Free cancellation,,1098
Hotel Red Stone Inn Walkable from New Delhi Railway Station,"Paharganj, New Delhi (Chandni Chowk)",27998.0,27998.0,Good,7.0,381,Family Room,2 double beds,,,Metro access,Free cancellation,,1400
Hotel Mayfair Just a Minute Away From New Delhi Railway Station and Connaught place,"Paharganj, New Delhi (Chandni Chowk)",20736.0,43200.0,Very good,8.4,375,Family Suite,1 double bed,,,Metro access,Free cancellation,,1037
Hotel Shri Vinayak in City Centre at New Delhi Railway Station-By RCG Hotels,"Paharganj, New Delhi (Chandni Chowk)",14625.0,22500.0,Very good,8.3,"1,996",Deluxe Triple Room,"2 beds (1 single, 1 large double)",,Free parking,No Metro,No prepayment needed – pay at the property,,731
Krishna Deluxe-By RCG Hotels,"Paharganj, New Delhi (Chandni Chowk)",22100.0,34000.0,Very good,8.4,"1,953",Premium Triple Room,"2 beds (1 single, 1 double)",,Free parking,No Metro,Free cancellation,,1105
"Hotel Vibe House, A Boutique Living Experience - Near Connaught Place & City Centre","Paharganj, New Delhi (Chandni Chowk)",54687.0,60763.0,Good,7.8,40,Premium Double Room,2 double beds,,Free parking,Metro access,Free cancellation,,2734
"Hotel Taksh inn, Near Karol Bagh, Metro Station","Karol bagh, New Delhi",29172.0,53040.0,Very good,8.5,15,Deluxe Double Room,2 large double beds,,,Metro access,Free cancellation,,1459
"Hotel New Frontier, City Centre - 2 Mins from OLD Delhi Railway Station & Chandni Chowk","Chandni Chowk, New Delhi (Chandni Chowk)",26673.0,35096.0,Good,7.0,70,The Family Room,2 double beds,Breakfast included,Free parking,No Metro,Free cancellation,,1334
"HOTEL UPTOWN with Luxury Restaurant & Rooftop Near Connaught Place, New Delhi City Centre","Paharganj, New Delhi (Chandni Chowk)",31950.0,71000.0,Very good,8.2,878,Family Suite With Window - Perfect For 3-4 Adults,"2 beds (1 single, 1 extra-large double)",,,Metro access,Free cancellation,,1598
Hotel Gaylord International - New Delhi,"Paharganj, New Delhi (Chandni Chowk)",10080.0,14400.0,Review score,4.7,155,Standard Double Room with Fan,2 single beds,,Free parking,No Metro,Free cancellation,,504
Le continental,"Paharganj, New Delhi (Chandni Chowk)",10960.0,10960.0,Very good,8.4,27,Deluxe Family Room,"2 beds (1 single, 1 large double)",,,No Metro,Free cancellation,,548
Hotel Stay Well Dx,"Paharganj, New Delhi (Chandni Chowk)",23256.0,38760.0,Fabulous,8.7,817,Deluxe Double Room,2 double beds,,Free parking,No Metro,Free cancellation,,1163
Hotel Star Moon Provided by Euro Group,"Paharganj, New Delhi (Chandni Chowk)",9297.0,18594.0,Good,7.7,29,King Room with Two King Beds,2 extra-large double beds,,,No Metro,No prepayment needed – pay at the property,,465
Best Western Darbar,"Paharganj, New Delhi (Chandni Chowk)",61200.0,61200.0,Very good,8.1,46,Two-Bedroom Queen Suite with Two Queen Beds - Non-Smoking,2 large double beds,,,No Metro,No prepayment needed – pay at the property,,11016
Hotel Baba Deluxe near New Delhi Railway Station and City Center -By RCG Hotels,"Paharganj, New Delhi (Chandni Chowk)",17222.0,26910.0,Very good,8.4,"2,291",Classic Triple Room,"2 beds (1 single, 1 extra-large double)",,Free parking,No Metro,Free cancellation,,861
The Yuvraj By LIVIQ,"Paharganj, New Delhi (Chandni Chowk)",54747.0,91246.0,Good,7.1,49,Deluxe Double or Twin Room,4 single beds,,Free parking,No Metro,Free cancellation,,2737
"Hotel City Pride - City Centre, with Free Airport Pickup","Paharganj, New Delhi (Chandni Chowk)",66811.0,83514.0,Very good,8.3,"2,111",Deluxe Room with Free Airport Pickup,1 double bed,,Airport shuttle (free),No Metro,,,3341
Hotel the haveliya-1 mint from new delhi railway station & connaught place,"Paharganj, New Delhi (Chandni Chowk)",10153.0,10153.0,Good,7.8,103,Deluxe Double Room,1 extra-large double bed,,Airport shuttle (free),No Metro,Free cancellation,,508
Hotel Le Grand Roof Top Restaurant - Walk-in from RK Ashram Metro Station,"Karol bagh, New Delhi",12870.0,23400.0,Good,7.8,451,Executive Triple Room,"2 beds (1 single, 1 double)",,,Metro access,Free cancellation,,644
Hotel U-N Star - Walk in from NDLS Station with Buffet Breakfast,"Paharganj, New Delhi (Chandni Chowk)",18380.0,27030.0,Very good,8.1,60,Executive Triple Room,"2 beds (1 single, 1 extra-large double)",,,Metro access,Free cancellation,,919
Hotel Sapphire International By ASR Hospitality,"Paharganj, New Delhi (Chandni Chowk)",19676.0,19676.0,Review score,6.0,47,Budget Double Room,2 double beds • Cot always available,,,No Metro,No prepayment needed – pay at the property,,984
Natraj Yes Please -New Delhi,"Paharganj, New Delhi (Chandni Chowk)",53800.0,53800.0,Very good,8.0,351,Classic Triple Room,"2 beds (1 single, 1 large double)",,Free parking,Metro access,,,9684
Townhouse Oak Paharganj Delhi Railway Station,"Paharganj, New Delhi (Chandni Chowk)",10958.0,17393.0,Fabulous,8.6,33,Classic Triple Room,1 large double bed,,,No Metro,Free cancellation,,553
Hotel Oakwood,"Paharganj, New Delhi (Chandni Chowk)",25353.0,33804.0,Review score,6.9,137,Deluxe Double Room (2 Adults + 1 Child),2 double beds • Cot always available,,Free parking,No Metro,Free cancellation,,1268
"Hotel Stay House Inn 3 Mints walk from New Delhi Railway station,5 Mints from Metro","Paharganj, New Delhi (Chandni Chowk)",19438.0,43196.0,Very good,8.2,72,Standard King Room,2 double beds,,,No Metro,Free cancellation,,972
Mother Palace,"Paharganj, New Delhi (Chandni Chowk)",8194.0,8194.0,Very good,8.2,262,Basic Triple Room,"2 beds (1 double, 1 sofa bed)",,,No Metro,No prepayment needed – pay at the property,,410
Hotel The Viking - Near New Delhi Railway & Connaught Place,"Paharganj, New Delhi (Chandni Chowk)",130673.0,130673.0,Fabulous,8.6,556,Suite with City View,Private suite • 22 m²1 extra-large double bed,,Free parking,Metro access,Free cancellation,,23521
Shakun Guest House,"Chandni Chowk, New Delhi (Chandni Chowk)",10800.0,10800.0,Review score,4.6,16,Basic Triple Room with Shared Bathroom,1 double bed,,,No Metro,Free cancellation,,540
Treebo Gemstone,"Karol bagh, New Delhi",32069.0,79184.0,Fabulous,8.6,15,Standard Double Room,Choice of beds: extra-large double or singles,Breakfast included,,No Metro,No prepayment needed – pay at the property,,1603
Hotel M India Dx- NEAR NEW DELHI RAILWAY STATION,"Paharganj, New Delhi (Chandni Chowk)",14200.0,14200.0,Review score,4.7,72,Standard Family Room,"2 beds (1 double, 1 sofa bed)",,Free parking,No Metro,Free cancellation,,1310
Hotel All In Homes - New Delhi Railway station- Paharganj,"Paharganj, New Delhi (Chandni Chowk)",,,Fabulous,8.6,140,,,,,No Metro,,,0
Hotel Swisston Palace,"Karol bagh, New Delhi",17952.0,17952.0,Good,7.0,29,Deluxe Double Room,2 double beds,,Free parking,Metro access,,,898
Pink City By Comfort Rooms,"Paharganj, New Delhi (Chandni Chowk)",16298.0,16298.0,Review score,6.5,67,Bed in 6-Bed Mixed Dormitory Room,Bed in dormitory1 bunk bed,,,Metro access,,,815
Hotel Elegance,"Paharganj, New Delhi (Chandni Chowk)",28721.0,50388.0,Good,7.8,235,Deluxe Double or Twin Room,2 extra-large double beds,,Free parking,No Metro,Free cancellation,,1436
Family Silver Street - 5 Minute Walking Distance New Delhi Railway station,"Paharganj, New Delhi (Chandni Chowk)",14756.0,24594.0,Superb,9.0,18,Family Room,2 extra-large double beds,,,No Metro,Free cancellation,,738
Hotel Gold Palace - 03 Mins Walk From New Delhi Railway Station,"Paharganj, New Delhi (Chandni Chowk)",42427.0,77140.0,Very good,8.3,92,Family Room,"2 beds (1 single, 1 large double)",,,No Metro,Free cancellation,,2121
Family Hotel Shiva,"Paharganj, New Delhi (Chandni Chowk)",18360.0,18360.0,Good,7.1,16,Double Room with Private Bathroom,3 double beds,,,Metro access,Free cancellation,,918
Cashew By A1Rooms,"Paharganj, Jāmb (Chandni Chowk)",10497.0,20994.0,Review score,6.8,34,Classic Triple Room,1 large double bed,,,No Metro,Free cancellation,,831
Hotel O Kashish Residency,"Central Delhi, New Delhi",5225.0,8293.0,Review score,1.6,23,Classic Triple Room,1 large double bed,,,No Metro,Free cancellation,,605
Hotel P&G Group - Prime Location Walking the all Best Market New Delhi,"Paharganj, New Delhi (Chandni Chowk)",9715.0,19429.0,Review score,5.9,19,Double Room,2 extra-large double beds,,,No Metro,Free cancellation,,486
New Hotel Star The Price,"Paharganj, New Delhi (Chandni Chowk)",10278.0,12848.0,Very good,8.0,66,Twin Room,"2 beds (1 single, 1 double)",,,No Metro,Free cancellation,,514
HOTEL GEESON INTERNATIONAL-New Delhi Railway Station-Paharganj,"Paharganj, New Delhi (Chandni Chowk)",29400.0,29400.0,Review score,6.8,485,Deluxe Triple Room,2 extra-large double beds,,Hot tub/Jacuzzi,No Metro,Free cancellation,,1470
Star view by Hotel Black moon'couple friendly Near Rk ashram Metro,"Paharganj, New Delhi (Chandni Chowk)",24660.0,24660.0,Review score,6.6,8,Deluxe Studio,2 entire studios • 2 bathrooms2 single beds,,Free parking,Metro access,Free cancellation,,1233
Hotel Heritage Home -3 Mins Walk from Metro And 5 Mins from Rail Station,"Paharganj, New Delhi (Chandni Chowk)",12192.0,24882.0,Good,7.0,237,Deluxe Triple Room,"2 beds (1 single, 1 double)",,,Metro access,Free cancellation,,610
Hotel The Metropolis Tourist Near Connaught Place And Ramakrishna Ashram Marg Metro Station,"Paharganj, New Delhi (Chandni Chowk)",22236.0,27795.0,Very good,8.4,218,Triple Room,"2 beds (1 double, 1 sofa bed)",,,Metro access,Free cancellation,,1112
Cottage Yes Sir Dx,"Paharganj, New Delhi (Chandni Chowk)",13010.0,22050.0,Review score,6.2,12,Triple Room,"2 beds (1 double, 1 sofa bed)",,,No Metro,,,650
Hotel Superb 5 Mins Walk From New Delhi Station,"Paharganj, New Delhi (Chandni Chowk)",17499.0,87494.0,Good,7.7,119,Family Room,2 double beds,,Free parking,Metro access,No prepayment needed – pay at the property,,875
"Hotel Tara Palace, Chandni Chowk","Central Delhi, New Delhi (Chandni Chowk)",40489.0,40489.0,Good,7.1,168,Deluxe Double Room,Beds: 1 double or 2 singles,,,Metro access,,,2024
Hotel Glitz - Walk in from New Delhi Railway Station,"Paharganj, New Delhi (Chandni Chowk)",15222.0,22720.0,Very good,8.2,739,Classic Triple Room,"2 beds (1 single, 1 double)",,,No Metro,Free cancellation,,761
"Hotel Sterling Inn, New Delhi","Paharganj, New Delhi (Chandni Chowk)",9900.0,9900.0,Good,7.7,250,Superior Family Room,"2 beds (1 single, 1 double)",,,No Metro,No prepayment needed – pay at the property,,495
Hotel The Paradise In - Near Karol Bagh Metro Station,"Karol bagh, New Delhi",32076.0,58320.0,Good,7.9,135,Deluxe Double Room,1 large double bed,,,Metro access,Free cancellation,,1604
The Gold Inn - Paharganj,"Paharganj, New Delhi (Chandni Chowk)",26760.0,44600.0,Very good,8.2,110,Deluxe Room,"4 beds (2 singles, 2 doubles)",,,No Metro,Free cancellation,,1338
Hotel Livasa Inn Near BLK Hospital,"Karol bagh, New Delhi",36000.0,36000.0,Good,7.8,9,Deluxe Room,2 large double beds,,Free parking,No Metro,,,1800
Spark Inn -Main Bazar New Delhi,"Paharganj, New Delhi (Chandni Chowk)",10497.0,20994.0,Exceptional,10.0,5,Family Room,2 large double beds,,,No Metro,Free cancellation,,525
Hotel Royal Rosette Near New Delhi Railway Station - Connaught Place and VFS,"Paharganj, New Delhi (Chandni Chowk)",13174.0,32935.0,Good,7.8,493,Executive Triple Room,"2 beds (1 single, 1 double)",,,No Metro,,,659
Hotel Sita International,"Paharganj, New Delhi (Chandni Chowk)",26496.0,82800.0,Good,7.4,133,Deluxe Triple Room,"2 beds (1 single, 1 double)",,Free parking,No Metro,No prepayment needed – pay at the property,,1325
Radisson Blu Marina Hotel Connaught Place,"Connaught Place, New Delhi",107534.0,107534.0,Good,7.9,"3,011",Premium Room,Multiple bed types,,Free parking,Metro access,No prepayment needed – pay at the property,,22539
Hotel Lal's Haveli,"Paharganj, New Delhi (Chandni Chowk)",22740.0,22740.0,Fabulous,8.7,59,Deluxe Room,2 double beds,,,No Metro,No prepayment needed – pay at the property,,1137
Super Townhouse Oak New Delhi Central Railway Junction Formerly Uppal International,"Paharganj, New Delhi (Chandni Chowk)",14412.0,22875.0,Good,7.7,172,Classic Triple Room,1 large double bed,,,No Metro,Free cancellation,,1027
Family Hotel Leo,"Paharganj, New Delhi (Chandni Chowk)",11628.0,11628.0,Good,7.3,182,Budget Double Room,2 large double beds,,,No Metro,,,581
Shyama inn by Rivlet,"Dariyaganj, New Delhi (Chandni Chowk)",52480.0,65600.0,Good,7.1,55,Family Room,4 double beds,,,Metro access,No prepayment needed – pay at the property,,2624
"Hotel Pablas International, New Delhi, Near Metro","Karol bagh, New Delhi",39156.0,39156.0,Good,7.5,43,Superior Deluxe Double or Twin Room,1 extra-large double bed,,,Metro access,,,1958
SPOT ON Hotel Kabila,"Karol bagh, New Delhi",5423.0,8607.0,Review score,1.9,43,Classic Triple Room,1 large double bed,,,No Metro,Free cancellation,,615
Hotel Good Times - 3 Minutes from Metro,"Karol bagh, New Delhi",16575.0,26309.0,Good,7.2,86,Double or Twin Room,Beds: 1 double or 2 singles,,Free parking,Metro access,Free cancellation,,829
Hotel Coral Plaza - Near Connaught Place,"Karol bagh, New Delhi",11876.0,11876.0,Review score,4.7,21,Luxury Triple Room,"2 beds (1 single, 1 sofa bed)",,,Metro access,Free cancellation,,594
Hotel Pawan Plaza at Karol Bagh,"Karol bagh, New Delhi",22788.0,48486.0,Good,7.6,115,Standard Double or Twin Room,Beds: 1 double or 2 singles,,Free parking,Metro access,No prepayment needed – pay at the property,,1139
Delhi Delight Premium,"Karol bagh, New Delhi",20520.0,20520.0,Good,7.6,32,Deluxe King Room,2 large double beds,,,No Metro,,,1026
Hotel Su Shree Continental Dx Near New Delhi Railway Station,"Paharganj, New Delhi (Chandni Chowk)",13064.0,28400.0,Good,7.9,378,Deluxe Double Room,1 extra-large double bed,,,No Metro,No prepayment needed – pay at the property,,653
Hotel Mannat international by Mannat,"Paharganj, New Delhi (Chandni Chowk)",17384.0,24835.0,Good,7.1,"1,130",Deluxe Triple Room,2 double beds • Free cot always available,,Free parking,No Metro,Free cancellation,,869
Hotel Royal Gold Palace,"Karol bagh, New Delhi",43740.0,43740.0,Review score,6.8,9,King Room,"2 beds (1 sofa bed, 1 large double)",Breakfast included,Free parking,No Metro,Free cancellation,,2187
Hotel Sun Shine,"Karol bagh, New Delhi",14400.0,14400.0,Review score,4.4,6,Standard Single Room,1 single bed,,,No Metro,No prepayment needed – pay at the property,,Includes
Hotel S B Inn Near New Delhi railway Station Paharganj,"Paharganj, New Delhi (Chandni Chowk)",15045.0,27355.0,Very good,8.1,732,Deluxe Triple Room,Multiple bed types,,,No Metro,,,752
"Hotel TJS Royale, Karol Bagh, 2 Mins from Metro","Karol bagh, New Delhi",20729.0,27639.0,Good,7.6,44,Deluxe Room,1 double bed,Breakfast included,Free parking,No Metro,Free cancellation,,1036
Jyoti Mahal - An Award Winning Royal Heritage Hotel - Close to Connaught Place,"Paharganj, New Delhi (Chandni Chowk)",99994.0,249986.0,Very good,8.0,203,Heritage Maharaja Suite,Private suite • 17 m²1 double bed,,,Metro access,Free cancellation,,14023
PEACE POINT FAMILY HOTEL By AKJ,"Paharganj, New Delhi (Chandni Chowk)",11167.0,27918.0,Good,7.6,133,Deluxe Family Room,2 double beds,,Free parking,No Metro,No prepayment needed – pay at the property,,558
Hotel All Iz Well - Just a min away from New Delhi Railway Station,"Paharganj, New Delhi (Chandni Chowk)",18807.0,34195.0,Good,7.4,330,Deluxe Triple Room,"2 beds (1 single, 1 double)",,,No Metro,,,940
Hotel Golden Wings,"Paharganj, New Delhi (Chandni Chowk)",19354.0,46080.0,Good,7.4,14,Deluxe Double Room,2 double beds,,,No Metro,No prepayment needed – pay at the property,,968
Hotel Shelton,"Paharganj, New Delhi (Chandni Chowk)",39200.0,39200.0,Good,7.7,322,Deluxe Triple Room,"2 beds (1 single, 1 double)",,,No Metro,,,1960
Hotel KK Casa Near New Delhi Railway Station & Connaught place,"Paharganj, New Delhi (Chandni Chowk)",89247.0,89247.0,Very good,8.3,40,Triple Room with City View,"2 beds (1 double, 1 sofa bed)",,Free parking,No Metro,No prepayment needed – pay at the property,,16064
Hotel Nitya Maharani,"Paharganj, New Delhi (Chandni Chowk)",26638.0,38054.0,Good,7.6,76,Comfort Triple Room,"2 beds (1 single, 1 large double)",Breakfast included,Airport shuttle (free),No Metro,Free cancellation,,1332
Vishal Hotel Near New Delhi Railway Station,"Paharganj, New Delhi (Chandni Chowk)",9086.0,9086.0,Review score,6.6,30,Deluxe Triple Room,"2 beds (1 single, 1 double)",,,Metro access,Free cancellation,,454
Hotel Delhi Pride at Karol Bagh,"Karol bagh, New Delhi",27024.0,58747.0,Good,7.7,157,Deluxe Double or Twin Room,2 large double beds,,Free parking,Metro access,No prepayment needed – pay at the property,,1351
Anand Hotel With banquet hall Karol Bagh,"Karol bagh, New Delhi",18240.0,22800.0,,0.0,0,Double Room with Private Bathroom,2 double beds,,Free parking,No Metro,No prepayment needed – pay at the property,,912
"Hotel Vanson Villa, City Centre - With Free Airport & Train Station Pickup","Paharganj, New Delhi (Chandni Chowk)",67222.0,122222.0,Superb,9.2,179,Deluxe Double Room,2 double beds,,Free parking,Metro access,Free cancellation,,3361
Hotel Kuber International - New Delhi Train Station,"Paharganj, New Delhi (Chandni Chowk)",17556.0,21945.0,Good,7.3,116,Deluxe Double Room,2 double beds,,Free parking,No Metro,Free cancellation,,878
Hotel The Yuvaan BnB-Near New Delhi Railway,"Paharganj, New Delhi (Chandni Chowk)",9450.0,35000.0,Good,7.3,19,Deluxe Triple Room,"2 beds (1 single, 1 double)",,,No Metro,Free cancellation,,473
Hari Piorko Inn - Just a min away from New Delhi Railway Station,"Paharganj, New Delhi (Chandni Chowk)",29356.0,39141.0,Good,7.9,199,Super Deluxe,1 large double bed,,Spa and wellness centre,No Metro,Free cancellation,,1468
Hotel Bhartiya-New Delhi Railway Station-2 minutes walk,"Paharganj, New Delhi (Chandni Chowk)",15795.0,15795.0,Review score,6.7,149,Double Room,2 double beds,,Bar,No Metro,Free cancellation,,790
Hotel Mountain Bliss' New Delhi City center,"Paharganj, New Delhi (Chandni Chowk)",27197.0,27197.0,Good,7.9,154,Family Suite,1 double bed,,Airport shuttle (free),No Metro,Free cancellation,,1360
The York Legacy Hotel - 2 Minutes Walk From New Delhi Railway Station,"Paharganj, New Delhi (Chandni Chowk)",14395.0,17994.0,Review score,6.8,32,Superior Triple Room,"2 beds (1 single, 1 double)",,,No Metro,Free cancellation,,720
FabHotel Rivlet Premium,"Dariyaganj, New Delhi (Chandni Chowk)",47668.0,91670.0,Review score,6.1,39,Deluxe Room,2 double beds,,,No Metro,,,2383
Hotel The Grace House - Paharganj - New Delhi,"Paharganj, New Delhi (Chandni Chowk)",16816.0,26276.0,Good,7.4,87,Deluxe Triple Room,"2 beds (1 single, 1 double)",,Free parking,Metro access,Free cancellation,,841
Hotel Star DX by P K Residency,"Paharganj, New Delhi (Chandni Chowk)",13525.0,15028.0,Very good,8.1,85,Comfort Triple Room,"2 beds (1 single, 1 double)",,,No Metro,Free cancellation,,676
Hotel Paradise - New Delhi,"Paharganj, New Delhi (Chandni Chowk)",7920.0,9900.0,Good,7.0,48,Twin Room with Bath,2 single beds,,,No Metro,No prepayment needed – pay at the property,,396
Hotel Sunstar Heritage,"Karol bagh, New Delhi",25311.0,25311.0,Very good,8.3,191,Standard Triple Room,"2 beds (1 double, 1 extra-large double)",,Free parking,No Metro,No prepayment needed – pay at the property,,1266
Spot On Swagat Palace,"Karol bagh, New Delhi",5254.0,8340.0,Review score,3.3,45,Classic Triple Room,1 large double bed,,,No Metro,Free cancellation,,518
Hotel Arina Inn,"Chandni Chowk, New Delhi (Chandni Chowk)",20178.0,33630.0,Review score,4.0,40,Deluxe Triple Room,Multiple bed types,,,Metro access,Free cancellation,,1009
Hotel Apple Villa - New Delhi,"Paharganj, New Delhi (Chandni Chowk)",14914.0,22945.0,Superb,9.0,137,Deluxe Triple Room,"2 beds (1 single, 1 double)",,,Metro access,,,746
Hotel Sweet Home DX I Nearby New Delhi Railway Station,"Paharganj, New Delhi (Chandni Chowk)",10782.0,18916.0,Good,7.7,118,Basic Triple Room,"2 beds (1 double, 1 sofa bed)",,,No Metro,Free cancellation,,539
Le ALFANSO BY AZAD RAM Main Road,"Paharganj, New Delhi (Chandni Chowk)",14940.0,14940.0,Review score,5.5,2,Triple Room,"2 beds (1 single, 1 double)",,,No Metro,Free cancellation,,747
New PG International - Family Hotels,"Paharganj, New Delhi (Chandni Chowk)",7497.0,14994.0,Review score,6.6,14,Deluxe Triple Room,"2 beds (1 single, 1 extra-large double)",,,No Metro,No prepayment needed – pay at the property,,375
Townhouse Karol Bagh Formerly Hotel Unistar,"Karol bagh, New Delhi",20692.0,32844.0,Good,7.1,39,Classic Triple Room,1 large double bed,,Free parking,No Metro,Free cancellation,,1040
Collection O Karol Bagh,"Karol bagh, New Delhi",15564.0,24705.0,,0.0,0,Classic Triple Room,1 large double bed,,,No Metro,Free cancellation,,783
Grand Central Hotel,"Karol bagh, New Delhi",25200.0,42000.0,Review score,5.6,5,Deluxe Quadruple Room,2 extra-large double beds,,,Metro access,Free cancellation,,1260
Hotel Jaipur Palace Near Red Fort,"Dariyaganj, New Delhi (Chandni Chowk)",16078.0,22969.0,Review score,6.3,24,Double Room,1 double bed,,,Metro access,Free cancellation,,804
Cottage Ganga Inn,"Paharganj, New Delhi (Chandni Chowk)",12936.0,12936.0,Good,7.3,284,Deluxe Family Room,2 large double beds,,Free parking,Metro access,No prepayment needed – pay at the property,,647
Hotel Luxery RR Inn - Paharganj,"Paharganj, New Delhi (Chandni Chowk)",9897.0,19794.0,Review score,6.5,12,Deluxe Family Room,2 extra-large double beds,,,No Metro,Free cancellation,,495
Family Hotel Seven Seas New Delhi Railway Station,"Paharganj, New Delhi (Chandni Chowk)",9594.0,9594.0,Review score,6.7,21,Deluxe Family Room,2 single beds,,,No Metro,Free cancellation,,480
Hotel Le Roi Near New Delhi Railway Station,"Paharganj, New Delhi (Chandni Chowk)",26870.0,33588.0,Review score,6.1,74,Deluxe Single Room,1 single bed,,Free parking,No Metro,,,1344
Hotel Raj Mahal Inn Near New Delhi Railway Station,"Paharganj, New Delhi (Chandni Chowk)",17640.0,17640.0,Good,7.5,125,Deluxe Double room Non AC,2 double beds,,Free parking,No Metro,No prepayment needed – pay at the property,,882
FabExpress Le Continental - Nr New Delhi Railway Station,"Central Delhi, New Delhi",13154.0,25296.0,Good,7.3,230,Deluxe Room,1 double bed,,Airport shuttle (free),No Metro,,,658
FlexiBay Boys Hostel North Campus,"Central Delhi, New Delhi",14580.0,19440.0,,0.0,0,Deluxe Double Room,4 single beds,,Free parking,No Metro,No prepayment needed – pay at the property,,729
Hotel Mayur - New Delhi City Centre,"Paharganj, New Delhi (Chandni Chowk)",21600.0,28800.0,Exceptional,9.8,34,Double Room,2 double beds,,Free parking,No Metro,Free cancellation,,1080
Hotel Sky Rich International -Near to Famous Karol Bagh Market & Metro Station,"Karol bagh, New Delhi",34916.0,58194.0,Good,7.6,156,Family Room,"2 beds (1 extra-large double, 1 sofa bed)",,Free parking,Metro access,Free cancellation,,1746
Hotel O Delhi-Near MCD parking Karol Bagh,"Karol bagh, New Delhi",21780.0,21780.0,Review score,5.4,16,Triple Room,"2 beds (1 double, 1 large double)",,Free parking,Metro access,Free cancellation,,1089
Hotel Royal Palace - Near new delhi railway station By Windson Hospitality,"Paharganj, New Delhi (Chandni Chowk)",7198.0,23994.0,Exceptional,10.0,2,Deluxe Double Room,1 double bed,,Free parking,No Metro,Free cancellation,,360
Hotel Harsha International,"Paharganj, New Delhi (Chandni Chowk)",10748.0,16794.0,Review score,6.3,327,Triple Room,2 double beds,,Bar,No Metro,Free cancellation,,537
Hotel Delhi Empire Dx,"Paharganj, New Delhi (Chandni Chowk)",8661.0,9623.0,Review score,5.2,11,Family Room,"2 beds (1 double, 1 large double)",,,No Metro,,,433
Hotel Hari Piorko Grand - 2 Min from New Delhi Railway Station,"Paharganj, New Delhi (Chandni Chowk)",29356.0,39141.0,Good,7.9,420,Compact Deluxe Room,1 large double bed,,Spa and wellness centre,No Metro,Free cancellation,,1468
Delhi - Hotel City Height - Delhi NCR ID not accepted,"Paharganj, New Delhi (Chandni Chowk)",23009.0,38998.0,Superb,9.3,8,Triple Room,"2 beds (1 single, 1 double)",,,No Metro,Free cancellation,,1150
Hotel O Heaven Stay,"North Delhi, New Delhi",8530.0,13539.0,Exceptional,10.0,1,Classic Triple Room,1 large double bed,,,Metro access,Free cancellation,,732
Super Hotel O Paharganj,"Paharganj, New Delhi (Chandni Chowk)",8544.0,13562.0,Review score,6.6,12,Classic Triple Room,1 large double bed,,,No Metro,Free cancellation,,435
FlexiBay Girls Hostel North Campus,"Central Delhi, New Delhi",15960.0,19950.0,,0.0,0,Deluxe Double Room,"6 beds (4 singles, 2 doubles)",,Free parking,No Metro,No prepayment needed – pay at the property,,798
"Hotel Nav Durga ""2 Walking from New Delhi Railway Station""","Paharganj, New Delhi (Chandni Chowk)",21854.0,24835.0,Good,7.1,16,Family Room,2 large double beds,,,No Metro,Free cancellation,,1093
Amax Inn,"Paharganj, New Delhi (Chandni Chowk)",15662.0,20340.0,Review score,6.5,80,Deluxe Double Room,2 double beds,,,No Metro,No prepayment needed – pay at the property,,783
Hotel Le sancy,"Karol bagh, New Delhi",11394.0,11394.0,,0.0,0,Double Room,"20 beds (15 doubles, 4 extra-large doubles, 1 large double)",,Free parking,Metro access,No prepayment needed – pay at the property,,570
Hotel O The signature stay,"North Delhi, New Delhi",5296.0,8406.0,Review score,2.2,22,Classic Triple Room,1 large double bed,,,No Metro,Free cancellation,,571
Hotel Leo,"Paharganj, New Delhi (Chandni Chowk)",9234.0,9234.0,Good,7.0,7,Double Room with Private Bathroom,2 large double beds,,,No Metro,,,462
Collection O Collection O Paharganj Near Railway Station,"Paharganj, New Delhi (Chandni Chowk)",7363.0,11687.0,Review score,1.5,2,Classic Triple Room,1 large double bed,,,No Metro,Free cancellation,,373
